	Id	Company	Country	Work Expirience	Job Years	Professional Training	Position	Salary
2628	3628	Amazon	Australia	4	1.0		Middle	7425.599999999999
2629	3629	Amazon	Germany	5	1.0	True	Junior	5525.5199999999995
2630	3630	Google Inc	Germany	4	1.0	True	Junior	5564.159999999999
2631	3631	Netflix	Germany	7	3.0	True	Senior	8611.199999999999
2632	3632	Amazon	Australia	6	3.0		Senior	10192.0
2633	3633	Netflix	Australia	8	4.0	True	Teamlead	14148.679999999998
2634	3634	Netflix	Australia	5	2.0	True	Junior	6530.159999999999
2635	3635	Google Inc	USA	4	2.0		Middle	6895.2
2636	3636	Amazon	Australia	4	1.0		Junior	5644.799999999998
2637	3637	Netflix	Germany	4	1.0	True	Junior	5100.4800000000005
2638	3638	Netflix	USA	8	3.0	True	Teamlead	15069.599999999999
2639	3639	Netflix	Australia	5	1.0		Junior	4838.4
2640	3640	Google Inc	USA	5			Junior	6115.2
2641	3641	Amazon	Australia	3	1.0		Junior	5174.4
2642	3642	Google Inc	Germany	4	1.0	True	Middle	6709.5599999999995
2643	3643	Amazon	Australia	8	2.0	True	Teamlead	14064.959999999994
2644	3644	Google Inc	USA	6			Teamlead	10545.6
2645	3645	Amazon	Germany	8	3.0	True	Teamlead	11971.960000000001
2646	3646	Amazon	USA	6	1.0		Senior	8788.0
2647	3647	Netflix	Australia	8	4.0		Teamlead	11211.2
2648	3648	Amazon	Germany	7	3.0	True	Senior	8611.199999999999
2649	3649	Google Inc	Australia	8	2.0		Teamlead	12303.199999999999
2650	3650	Amazon	USA	8	3.0		Teamlead	13104.0
2651	3651	Google Inc	Germany	7	4.0	True	Senior	8551.400000000001
2652	3652	Netflix	Australia	5	1.0		Junior	5174.4
2653	3653	Amazon	Australia	3	2.0	True	Middle	6193.44
2654	3654	Amazon	Germany	4		True	Junior	5100.4800000000005
2655	3655	Google Inc	Australia	3	3.0	True	Middle	7268.69
2656	3656	Amazon	Australia	7	1.0	True	Middle	8590.27
2657	3657	Amazon	USA	7	2.0	True	Senior	9328.8
2658	3658	Google Inc	Australia	4	1.0		Junior	5644.799999999998
2659	3659	Amazon	USA	4		True	Junior	8114.399999999999
2660	3660	Netflix	Germany	7	4.0	True	Senior	7235.799999999999
2661	3661	Amazon	USA	4		True	Junior	7534.799999999999
2662	3662	Amazon	USA	8	3.0		Teamlead	13249.599999999999
2663	3663	Amazon	Germany	5	1.0		Junior	5241.599999999999
2664	3664	Amazon	USA	6	1.0	True	Teamlead	13138.059999999998
2665	3665	Amazon	Germany	4	2.0		Middle	6854.4
2666	3666	Google Inc	Australia	4		True	Junior	7573.439999999998
2667	3667	Netflix	USA	8	3.0		Teamlead	11211.2
2668	3668	Amazon	Germany	8	5.0		Teamlead	10410.400000000001
2669	3669	Google Inc	Germany	8	4.0	True	Teamlead	14064.959999999994
2670	3670	Google Inc	USA	5	1.0	True	Junior	6027.839999999999
2671	3671	Netflix	USA	7	2.0	True	Teamlead	15159.3
2672	3672	Amazon	Australia	8	5.0		Teamlead	14268.799999999997
2673	3673	Google Inc	Australia	3	3.0		Middle	6806.8
2674	3674	Google Inc	USA	7	2.0	True	Senior	11720.8
2675	3675	Google Inc	Australia	6	1.0	True	Senior	11720.8
2676	3676	Amazon	Australia	6	3.0		Senior	9464.0
2677	3677	Netflix	USA	8	5.0	True	Teamlead	13813.800000000001
2678	3678	Amazon	Australia	6	1.0		Middle	7469.8
2679	3679	Netflix	Australia	3	2.0		Junior	4804.8
2680	3680	Netflix	Germany	7	2.0		Teamlead	8179.600000000003
2681	3681	Amazon	Germany	6	3.0	True	Senior	8611.199999999999
2682	3682	Amazon	Australia	6		True	Middle	7929.48
2683	3683	Amazon	Germany	5	2.0		Junior	5174.4
2684	3684	Netflix	Germany	6	3.0	True	Senior	8611.199999999999
2685	3685	Amazon	USA	5	2.0	True	Junior	6027.839999999999
2686	3686	Google Inc	Germany	8	3.0	True	Teamlead	12055.679999999998
2687	3687	Netflix	Germany	4	1.0	True	Junior	4675.4400000000005
2688	3688	Amazon	Australia	8	3.0		Teamlead	12303.199999999999
2689	3689	Google Inc	Germany	7	1.0	True	Senior	8611.199999999999
2690	3690	Amazon	Germany	5	1.0	True	Middle	6756.48
2691	3691	Google Inc	Germany	8	3.0	True	Teamlead	11971.960000000001
2692	3692	Amazon	Germany	7	4.0	True	Teamlead	11116.82
2693	3693	Google Inc	Germany	6	3.0		Middle	5834.400000000001
2694	3694	Netflix	Germany	7	2.0	True	Middle	7268.69
2695	3695	Netflix	Australia	7	3.0		Teamlead	9666.800000000003
2696	3696	Amazon	USA	6	1.0		Middle	9282.0
2697	3697	Google Inc	USA	8	2.0		Teamlead	14196.0
2698	3698	Netflix	Australia	5	1.0	True	Junior	5950.5599999999995
2699	3699	Google Inc	USA	6	1.0		Senior	8788.0
2700	3700	Amazon	Australia	6	2.0	True	Senior	10046.4
2701	3701	Google Inc	Germany	5	2.0		Middle	5385.599999999999
2702	3702	Netflix	Australia	5	1.0	True	Junior	7032.48
2703	3703	Amazon	Australia	6	2.0		Teamlead	12303.2
2704	3704	Netflix	Germany	4	2.0		Middle	5385.599999999999
2705	3705	Amazon	USA	3	2.0	True	Junior	6906.900000000001
2706	3706	Google Inc	USA	8	5.0		Teamlead	13104.0
2707	3707	Google Inc	Australia	6			Senior	8112.0
2708	3708	Netflix	Australia	3	3.0	True	Middle	6150.430000000001
2709	3709	Google Inc	Australia	8	2.0	True	Teamlead	14064.959999999994
2710	3710	Amazon	Germany	5	1.0	True	Middle	6709.5599999999995
2711	3711	Netflix	Germany	4			Junior	5241.599999999999
2712	3712	Amazon	USA	6		True	Senior	12557.999999999998
2713	3713	Google Inc	USA	6	3.0		Senior	8788.0
2714	3714	Netflix	Australia	3	2.0		Junior	5174.400000000001
2715	3715	Netflix	USA	3	2.0	True	Junior	6375.599999999999
2716	3716	Amazon	USA	3			Junior	5205.200000000001
2717	3717	Amazon	Germany	5	1.0		Middle	6364.8
2718	3718	Netflix	Germany	4	1.0	True	Junior	6027.839999999999
2719	3719	Netflix	USA	8	5.0	True	Teamlead	11971.960000000001
2720	3720	Amazon	USA	4	1.0		Junior	7055.999999999999
2721	3721	Netflix	Germany	3	1.0		Middle	5385.6
2722	3722	Netflix	Australia	4	1.0		Junior	4838.4
2723	3723	Amazon	Germany	4	2.0		Middle	5385.599999999999
2724	3724	Amazon	Australia	5	2.0	True	Junior	6027.839999999999
2725	3725	Amazon	Germany	7	2.0	True	Senior	10046.4
2726	3726	Google Inc	Germany	4	2.0	True	Middle	7882.559999999999
2727	3727	Netflix	USA	4	1.0	True	Middle	8445.599999999999
2728	3728	Google Inc	USA	4		True	Middle	7929.48
2729	3729	Amazon	USA	4	1.0	True	Middle	7319.5199999999995
2730	3730	Netflix	USA	3	3.0		Middle	6320.6
2731	3731	Amazon	USA	4	2.0	True	Junior	7534.799999999999
2732	3732	Amazon	Germany	3		True	Junior	4675.4400000000005
2733	3733	Amazon	Australia	4	2.0		Middle	6364.8
2734	3734	Google Inc	USA	6	1.0		Middle	8044.400000000001
2735	3735	Netflix	Australia	5	1.0	True	Junior	6027.839999999999
2736	3736	Netflix	Australia	5	2.0		Middle	6895.2
2737	3737	Netflix	USA	3		True	Middle	8386.95
2738	3738	Google Inc	Germany	6	2.0	True	Senior	7893.599999999999
2739	3739	Netflix	USA	3		True	Middle	6150.430000000001
2740	3740	Amazon	Germany	5	1.0	True	Middle	7882.559999999999
2741	3741	Netflix	USA	4		True	Middle	8445.599999999999
2742	3742	Google Inc	Australia	3	3.0	True	Middle	6709.56
2743	3743	Netflix	Australia	7	1.0		Senior	8736.0
2744	3744	Amazon	USA	5	2.0		Junior	6048.0
2745	3745	Netflix	USA	5	1.0		Middle	7344.0
2746	3746	Netflix	Germany	8	4.0		Teamlead	10410.400000000001
2747	3747	Netflix	USA	4	1.0	True	Middle	9149.4
2748	3748	Google Inc	Germany	7	3.0		Senior	6864.0
2749	3749	Netflix	Germany	6		True	Middle	7319.5199999999995
2750	3750	Google Inc	USA	6	3.0		Middle	6895.2
2751	3751	Amazon	Australia	6		True	Middle	8539.44
2752	3752	Netflix	Germany	6	2.0	True	Senior	9328.8
2753	3753	Google Inc	Australia	8	4.0	True	Teamlead	14148.679999999998
2754	3754	Netflix	USA	8	2.0		Teamlead	12230.4
2755	3755	Amazon	USA	7	4.0		Teamlead	11424.4
2756	3756	Netflix	Germany	8	3.0		Teamlead	9609.6
2757	3757	Netflix	Australia	8	3.0	True	Teamlead	11971.960000000001
2758	3758	Google Inc	Australia	5		True	Middle	7319.5199999999995
2759	3759	Google Inc	Germany	5	2.0		Middle	5385.599999999999
2760	3760	Google Inc	USA	6	2.0	True	Middle	8590.27
2761	3761	Amazon	USA	3	1.0		Junior	6006.000000000001
2762	3762	Netflix	Australia	4	1.0	True	Middle	7882.559999999999
2763	3763	Google Inc	USA	7	2.0	True	Senior	11720.8
2764	3764	Google Inc	USA	4		True	Junior	7534.799999999999
2765	3765	Google Inc	USA	4	1.0		Middle	7344.0
2766	3766	Google Inc	USA	6	2.0	True	Senior	12557.999999999998
2767	3767	Google Inc	Germany	3	1.0	True	Middle	6623.54
2768	3768	Google Inc	Australia	8	5.0		Teamlead	11356.8
2769	3769	Amazon	Germany	5	2.0		Middle	6283.2
2770	3770	Netflix	Australia	3	2.0		Junior	5174.400000000001
2771	3771	Amazon	Australia	6			Teamlead	9734.4
2772	3772	Amazon	Germany	8	3.0	True	Teamlead	14064.959999999994
2773	3773	Netflix	Germany	6	1.0		Senior	8112.0
2774	3774	Netflix	Germany	8	3.0		Teamlead	9609.6
2775	3775	Netflix	USA	4	1.0		Middle	5834.400000000001
2776	3776	Amazon	USA	7	3.0		Middle	8044.400000000001
2777	3777	Amazon	USA	5	2.0	True	Junior	6955.2
2778	3778	Google Inc	Germany	5	1.0	True	Junior	6491.519999999998
2779	3779	Netflix	USA	4			Junior	6115.2
2780	3780	Amazon	Germany	5	1.0	True	Middle	6709.5599999999995
2781	3781	Amazon	Germany	7	1.0		Teamlead	9734.4
2782	3782	Amazon	Australia	7	3.0		Teamlead	12303.2
2783	3783	Google Inc	Germany	8	5.0	True	Teamlead	11051.039999999999
2784	3784	Google Inc	USA	3	2.0		Middle	6806.8
2785	3785	Google Inc	Australia	6	3.0		Middle	6895.2
2786	3786	Amazon	Germany	5	1.0		Middle	6854.4
2787	3787	Netflix	Germany	4	1.0	True	Junior	4675.4400000000005
2788	3788	Netflix	USA	6			Senior	8736.0
2789	3789	Netflix	Australia	8	5.0	True	Teamlead	13060.319999999998
2790	3790	Google Inc	Germany	4	2.0	True	Junior	5100.4800000000005
2791	3791	Google Inc	USA	8	3.0		Teamlead	12230.4
2792	3792	Amazon	Australia	8	2.0		Teamlead	13249.599999999999
2793	3793	Netflix	USA	4	1.0	True	Middle	6709.56
2794	3794	Google Inc	Germany	7	3.0		Middle	6364.8
2795	3795	Google Inc	USA	4	1.0		Middle	7344.0
2796	3796	Amazon	USA	6	2.0		Teamlead	14195.999999999998
2797	3797	Google Inc	Australia	7	3.0		Senior	7488.0
2798	3798	Google Inc	Australia	5	1.0		Middle	7425.599999999999
2799	3799	Google Inc	Germany	4			Middle	6854.4
2800	3800	Netflix	Germany	8	4.0		Teamlead	9609.6
2801	3801	Amazon	Australia	5			Junior	5241.599999999999
2802	3802	Amazon	USA	6		True	Senior	10046.4
2803	3803	Amazon	Germany	7	1.0		Teamlead	9734.4
2804	3804	Amazon	USA	7	3.0	True	Teamlead	13138.059999999998
2805	3805	Netflix	USA	4	1.0		Junior	5644.8
2806	3806	Netflix	Australia	3	1.0		Middle	6320.6
2807	3807	Amazon	USA	6			Teamlead	11424.4
2808	3808	Netflix	Germany	8	5.0		Teamlead	10410.400000000001
2809	3809	Netflix	Australia	6	2.0	True	Middle	7827.82
2810	3810	Amazon	Germany	5	1.0	True	Junior	6027.839999999999
2811	3811	Netflix	USA	6	1.0	True	Teamlead	12127.439999999999
2812	3812	Netflix	Australia	5			Middle	6364.8
2813	3813	Amazon	Germany	3	3.0	True	Junior	5525.5199999999995
2814	3814	Google Inc	USA	3	2.0	True	Middle	7741.8
2815	3815	Netflix	USA	6	2.0	True	Teamlead	12127.439999999999
2816	3816	Google Inc	USA	5	1.0		Middle	8568.0
2817	3817	Google Inc	Australia	6	1.0	True	Teamlead	15237.039999999997
2818	3818	Amazon	Germany	5	1.0		Junior	5644.799999999998
2819	3819	Google Inc	Germany	7	1.0		Senior	6864.0
2820	3820	Amazon	USA	7	4.0		Middle	8044.400000000001
2821	3821	Google Inc	Germany	3	1.0		Junior	4065.600000000001
2822	3822	Google Inc	Germany	3		True	Middle	7225.68
2823	3823	Amazon	Germany	8	3.0	True	Teamlead	12055.679999999998
2824	3824	Google Inc	USA	3			Middle	7330.400000000001
2825	3825	Netflix	Australia	5	1.0	True	Middle	6756.48
2826	3826	Amazon	Germany	6	3.0		Middle	6806.8
2827	3827	Netflix	Germany	4			Junior	4065.600000000001
2828	3828	Amazon	Australia	4		True	Middle	7929.48
2829	3829	Netflix	Australia	8	4.0		Teamlead	9609.6
2830	3830	Amazon	USA	5	1.0		Junior	6115.2
2831	3831	Netflix	Australia	4	2.0	True	Junior	6530.159999999999
2832	3832	Google Inc	USA	6	1.0	True	Senior	10764.0
2833	3833	Netflix	Australia	3	3.0		Middle	5834.400000000001
2834	3834	Netflix	USA	4	1.0	True	Junior	6530.159999999999
2835	3835	Google Inc	USA	4		True	Middle	8539.439999999999
2836	3836	Amazon	Germany	8	4.0	True	Teamlead	12892.879999999997
2837	3837	Netflix	Germany	5	1.0	True	Junior	6027.839999999999
2838	3838	Amazon	Germany	5	1.0		Junior	5174.4
2839	3839	Amazon	USA	3	3.0	True	Middle	8386.95
2840	3840	Google Inc	Australia	8	2.0		Teamlead	10483.199999999999
2841	3841	Netflix	USA	4	2.0	True	Middle	8445.599999999999
2842	3842	Netflix	Australia	8	3.0	True	Teamlead	13060.319999999998
2843	3843	Amazon	Australia	4	2.0		Junior	5241.599999999999
2844	3844	Amazon	Germany	6			Teamlead	10545.6
2845	3845	Netflix	Germany	3	2.0		Junior	3726.800000000001
2846	3846	Amazon	USA	6	1.0		Teamlead	13182.0
2847	3847	Google Inc	Australia	8	4.0		Teamlead	13249.599999999999
2848	3848	Google Inc	USA	7	1.0		Senior	9464.0
2849	3849	Netflix	USA	7	4.0		Senior	8736.0
2850	3850	Google Inc	Germany	4			Junior	5644.799999999998
2851	3851	Netflix	Australia	8	5.0	True	Teamlead	11051.039999999999
2852	3852	Amazon	Australia	3	1.0	True	Junior	6942.319999999999
2853	3853	Amazon	USA	7	1.0	True	Senior	11661.0
2854	3854	Amazon	Australia	3	1.0		Middle	6806.8
2855	3855	Google Inc	USA	4		True	Junior	7573.439999999998
2856	3856	Amazon	Australia	4	1.0		Junior	5241.599999999999
2857	3857	Netflix	Australia	3	3.0	True	Middle	6709.56
2858	3858	Netflix	Germany	6		True	Senior	9328.8
2859	3859	Google Inc	Germany	4	1.0		Junior	4838.4
2860	3860	Netflix	Germany	6	2.0	True	Middle	7929.48
2861	3861	Amazon	Australia	7	3.0	True	Teamlead	14148.68
2862	3862	Netflix	Germany	5	1.0		Middle	5834.4
2863	3863	Google Inc	Australia	4	1.0		Middle	6895.2
2864	3864	Netflix	Germany	7	1.0		Teamlead	8179.600000000003
2865	3865	Netflix	Germany	6		True	Senior	7893.599999999999
2866	3866	Netflix	Australia	8	5.0	True	Teamlead	13060.319999999998
2867	3867	Google Inc	Germany	3	1.0	True	Middle	5677.32
2868	3868	Amazon	USA	8	5.0	True	Teamlead	15237.039999999997
2869	3869	Google Inc	Australia	8	4.0		Teamlead	11356.8
2870	3870	Amazon	USA	5	2.0	True	Middle	7319.5199999999995
2871	3871	Netflix	USA	4	2.0		Junior	5544.000000000001
2872	3872	Amazon	USA	7	1.0	True	Senior	11720.8
2873	3873	Amazon	Australia	3		True	Middle	6709.56
2874	3874	Amazon	Australia	5			Middle	5875.2
2875	3875	Amazon	Germany	7	3.0		Middle	6895.2
2876	3876	Google Inc	Germany	4		True	Middle	6193.439999999999
2877	3877	Google Inc	Germany	3	2.0	True	Junior	4675.4400000000005
2878	3878	Amazon	Australia	4	2.0		Junior	5241.599999999999
2879	3879	Netflix	Germany	5	1.0	True	Middle	7319.5199999999995
2880	3880	Google Inc	Australia	6	1.0		Middle	8044.400000000001
2881	3881	Netflix	Australia	8	2.0		Teamlead	9609.6
2882	3882	Amazon	Australia	3	2.0		Middle	6806.8
2883	3883	Google Inc	Germany	3	1.0	True	Middle	5677.32
2884	3884	Google Inc	Australia	5	1.0	True	Junior	6491.5199999999995
2885	3885	Netflix	Germany	6		True	Middle	6709.56
2886	3886	Amazon	USA	4	2.0	True	Middle	8539.439999999999
2887	3887	Amazon	Germany	4		True	Junior	5564.159999999999
2888	3888	Netflix	Germany	8	3.0	True	Teamlead	11051.039999999999
2889	3889	Netflix	Germany	6	1.0		Senior	6864.0
2890	3890	Google Inc	Germany	4			Middle	6854.4
2891	3891	Google Inc	Australia	7	4.0		Teamlead	10545.6
2892	3892	Google Inc	Australia	8	3.0	True	Teamlead	13060.319999999998
2893	3893	Google Inc	USA	8	2.0	True	Teamlead	13060.319999999998
2894	3894	Amazon	Germany	6	1.0		Middle	6364.8
2895	3895	Netflix	Germany	5		True	Middle	5677.320000000001
2896	3896	Amazon	USA	3	1.0		Middle	6732.000000000001
2897	3897	Amazon	Australia	5	1.0	True	Junior	6491.519999999998
2898	3898	Google Inc	Australia	4	1.0	True	Middle	7319.5199999999995
2899	3899	Amazon	Australia	7	4.0	True	Senior	9328.8
2900	3900	Netflix	USA	6	2.0	True	Middle	8590.27
2901	3901	Amazon	USA	7	2.0	True	Teamlead	13060.32
2902	3902	Netflix	Germany	7	1.0		Middle	6895.2
2903	3903	Google Inc	Australia	7	2.0	True	Senior	8611.199999999999
2904	3904	Amazon	Germany	3	1.0		Junior	4435.200000000001
2905	3905	Netflix	Germany	4		True	Junior	5525.5199999999995
2906	3906	Netflix	Australia	6	3.0	True	Senior	7893.599999999999
2907	3907	Amazon	Australia	8	3.0		Teamlead	11356.8
2908	3908	Google Inc	USA	6	1.0		Middle	7425.6
2909	3909	Netflix	Australia	4		True	Junior	5525.52
2910	3910	Netflix	Germany	3			Junior	4804.8
2911	3911	Google Inc	Germany	4	1.0	True	Junior	5100.4800000000005
2912	3912	Netflix	USA	4			Junior	5174.4
2913	3913	Google Inc	Germany	3	2.0	True	Junior	5525.5199999999995
2914	3914	Google Inc	Australia	5	1.0	True	Middle	7319.5199999999995
2915	3915	Google Inc	Australia	5			Junior	5678.4
2916	3916	Netflix	Australia	4		True	Junior	6027.839999999999
2917	3917	Amazon	Germany	3	1.0	True	Middle	7225.68
2918	3918	Netflix	Australia	3	2.0	True	Middle	6709.56
2919	3919	Amazon	Australia	8	5.0	True	Teamlead	14064.959999999994
2920	3920	Netflix	Germany	5	2.0		Junior	4065.600000000001
2921	3921	Netflix	Australia	7	2.0		Teamlead	10545.6
2922	3922	Amazon	Germany	4	1.0	True	Junior	6027.839999999999
2923	3923	Google Inc	Germany	6	3.0	True	Senior	9328.8
2924	3924	Netflix	Australia	8	3.0	True	Teamlead	15237.039999999997
2925	3925	Amazon	USA	6			Teamlead	11356.800000000001
2926	3926	Amazon	Germany	7	2.0		Senior	8736.0
2927	3927	Google Inc	USA	6		True	Senior	10046.4
2928	3928	Amazon	Australia	4	2.0	True	Junior	6027.839999999999
2929	3929	Amazon	Germany	8	3.0	True	Teamlead	12055.679999999998
2930	3930	Amazon	Australia	8	2.0		Teamlead	13249.599999999999
2931	3931	Google Inc	USA	5	1.0		Middle	7344.0
2932	3932	Google Inc	USA	8	2.0	True	Teamlead	14064.96
2933	3933	Netflix	USA	6			Middle	6806.8
2934	3934	Google Inc	USA	6			Senior	8788.0
2935	3935	Amazon	Germany	4	1.0		Junior	5644.799999999998
2936	3936	Google Inc	Australia	5	1.0	True	Junior	6491.5199999999995
2937	3937	Netflix	Germany	8	4.0		Teamlead	8808.800000000001
2938	3938	Netflix	Germany	5	1.0	True	Middle	6709.5599999999995
2939	3939	Google Inc	Germany	3	1.0		Middle	5348.200000000001
2940	3940	Netflix	USA	6	1.0	True	Middle	7268.6900000000005
2941	3941	Amazon	Australia	7	3.0	True	Middle	9251.06
2942	3942	Netflix	Australia	7	3.0	True	Middle	6709.56
2943	3943	Amazon	Germany	6	1.0	True	Middle	8539.44
2944	3944	Google Inc	Australia	7	3.0		Teamlead	9734.4
2945	3945	Amazon	Australia	5	2.0	True	Junior	7573.439999999998
2946	3946	Amazon	Australia	6	1.0	True	Middle	7929.48
2947	3947	Google Inc	Australia	3	2.0	True	Middle	7225.68
2948	3948	Amazon	Germany	7	4.0		Middle	6364.8
2949	3949	Amazon	Australia	7	4.0		Senior	8788.0
2950	3950	Netflix	Australia	4			Junior	5644.8
2951	3951	Amazon	Australia	4			Junior	4838.4
2952	3952	Amazon	Germany	3	2.0		Junior	4404.400000000001
2953	3953	Amazon	USA	6	3.0		Middle	9282.0
2954	3954	Netflix	Australia	6	1.0	True	Middle	7929.48
2955	3955	Amazon	Australia	3	3.0	True	Junior	6446.44
2956	3956	Google Inc	USA	3	2.0	True	Junior	6446.44
2957	3957	Google Inc	Australia	3			Junior	5605.6
2958	3958	Google Inc	Germany	8	4.0		Teamlead	12230.399999999996
2959	3959	Google Inc	Germany	7	4.0		Middle	6364.8
2960	3960	Amazon	Australia	7	2.0		Senior	9464.0
2961	3961	Netflix	Germany	3	2.0	True	Middle	6193.44
2962	3962	Netflix	Australia	6	3.0	True	Teamlead	10261.68
2963	3963	Amazon	Germany	4	1.0	True	Middle	7225.679999999999
2964	3964	Amazon	Australia	6	1.0		Senior	8112.0
2965	3965	Amazon	Germany	7	1.0	True	Senior	8611.199999999999
2966	3966	Amazon	Australia	7	4.0		Teamlead	13249.599999999999
2967	3967	Netflix	Australia	7	3.0		Teamlead	10545.6
2968	3968	Google Inc	Australia	3	2.0	True	Middle	7225.68
2969	3969	Google Inc	Australia	5	1.0	True	Middle	7882.559999999999
2970	3970	Netflix	Australia	8	3.0		Teamlead	11356.8
2971	3971	Netflix	USA	3			Middle	6732.000000000001
2972	3972	Netflix	Germany	4	1.0	True	Junior	6027.839999999999
2973	3973	Netflix	Australia	3		True	Middle	6623.54
2974	3974	Google Inc	Australia	7	2.0	True	Teamlead	15237.039999999997
2975	3975	Google Inc	USA	4	1.0	True	Junior	7534.799999999999
2976	3976	Google Inc	USA	4	1.0		Junior	6115.2
2977	3977	Amazon	Germany	7	2.0	True	Teamlead	13060.319999999996
2978	3978	Amazon	Australia	8	2.0		Teamlead	13249.599999999999
2979	3979	Google Inc	USA	8	3.0	True	Teamlead	13060.319999999998
2980	3980	Netflix	Australia	8	3.0		Teamlead	11356.8
2981	3981	Amazon	Australia	8	3.0		Teamlead	13249.599999999999
2982	3982	Amazon	Germany	5	1.0		Junior	5174.4
2983	3983	Google Inc	USA	6		True	Teamlead	15237.039999999997
2984	3984	Amazon	USA	5	1.0		Middle	7996.799999999999
2985	3985	Amazon	USA	6	3.0		Senior	8788.0
2986	3986	Amazon	USA	6	2.0		Middle	8663.2
2987	3987	Google Inc	USA	4	1.0	True	Junior	6530.159999999999
2988	3988	Amazon	Australia	8	5.0	True	Teamlead	12055.679999999998
2989	3989	Netflix	Australia	7	3.0		Senior	9464.0
2990	3990	Google Inc	Germany	5		True	Junior	5100.4800000000005
2991	3991	Amazon	USA	6	1.0	True	Middle	8539.44
2992	3992	Netflix	Australia	6	3.0		Teamlead	9734.4
2993	3993	Amazon	Germany	8	4.0	True	Teamlead	11971.960000000001
2994	3994	Google Inc	USA	8	3.0	True	Teamlead	16325.4
2995	3995	Netflix	USA	7	2.0	True	Middle	8386.95
2996	3996	Netflix	Germany	3	3.0		Middle	4936.8
2997	3997	Netflix	USA	8	3.0	True	Teamlead	14148.679999999998
2998	3998	Amazon	Germany	3	1.0	True	Junior	5525.5199999999995
2999	3999	Google Inc	Australia	8	4.0		Teamlead	11356.8
3000	4000	Amazon	USA	5			Junior	6115.2
3001	4001	Google Inc	USA	6	2.0		Teamlead	12303.2
3002	4002	Netflix	Germany	6			Middle	6320.6
3003	4003	Google Inc	USA	3	1.0	True	Middle	7827.82
3004	4004	Amazon	USA	7	2.0		Teamlead	12303.2
3005	4005	Google Inc	Australia	3	2.0		Junior	4804.8
3006	4006	Google Inc	USA	3	1.0	True	Middle	7741.8
3007	4007	Netflix	Australia	4	1.0		Middle	5875.2
3008	4008	Google Inc	Australia	6	2.0	True	Middle	9962.68
3009	4009	Netflix	Australia	5		True	Middle	7319.5199999999995
3010	4010	Netflix	Germany	4	1.0		Middle	5385.599999999999
3011	4011	Amazon	Australia	5	1.0		Junior	5644.799999999998
3012	4012	Netflix	Australia	4	1.0	True	Junior	7032.48
3013	4013	Netflix	Australia	3	1.0	True	Junior	5454.68
3014	4014	Amazon	Germany	7	2.0		Middle	7425.6
3015	4015	Netflix	Australia	8	4.0		Teamlead	10483.199999999999
3016	4016	Google Inc	Australia	7	4.0	True	Middle	9251.06
3017	4017	Google Inc	USA	8	2.0		Teamlead	15287.999999999996
3018	4018	Amazon	Australia	7	2.0		Middle	7425.6
3019	4019	Amazon	Germany	3			Junior	5174.4
3020	4020	Amazon	Australia	7	4.0	True	Teamlead	11194.56
3021	4021	Google Inc	Germany	5	1.0		Junior	5174.4
3022	4022	Google Inc	USA	3	2.0		Junior	6006.000000000001
3023	4023	Netflix	Australia	7	3.0		Middle	6895.2
3024	4024	Netflix	Australia	8	4.0		Teamlead	11211.2
3025	4025	Netflix	Australia	4	1.0		Junior	5678.4
3026	4026	Google Inc	Australia	8	4.0		Teamlead	10483.199999999999
3027	4027	Google Inc	USA	7	1.0	True	Senior	10883.599999999999
3028	4028	Netflix	Germany	7	4.0	True	Teamlead	11194.56
3029	4029	Netflix	USA	6	3.0		Middle	7469.8
3030	4030	Google Inc	Australia	3	3.0		Middle	5385.6
3031	4031	Amazon	Germany	8	4.0	True	Teamlead	12892.879999999997
3032	4032	Google Inc	Australia	5	1.0	True	Junior	6530.159999999999
3033	4033	Google Inc	Germany	3		True	Junior	5100.4800000000005
3034	4034	Netflix	Australia	4		True	Middle	7319.5199999999995
3035	4035	Google Inc	Australia	7	3.0	True	Teamlead	12127.439999999999
3036	4036	Amazon	Germany	4	1.0	True	Junior	5950.5599999999995
3037	4037	Google Inc	Australia	6	1.0		Senior	8736.0
3038	4038	Netflix	Germany	3	1.0		Junior	4065.600000000001
3039	4039	Google Inc	Australia	3	1.0	True	Junior	6942.319999999999
3040	4040	Amazon	Germany	3	3.0	True	Middle	6150.43
3041	4041	Google Inc	Germany	4	2.0	True	Junior	5950.5599999999995
3042	4042	Netflix	Germany	5	1.0		Middle	5385.599999999999
3043	4043	Netflix	Germany	4	2.0	True	Middle	6193.439999999999
3044	4044	Netflix	USA	7	3.0	True	Middle	7827.82
3045	4045	Google Inc	Germany	6	3.0		Senior	7488.0
3046	4046	Amazon	USA	8	2.0	True	Teamlead	14148.679999999998
3047	4047	Netflix	Australia	3	3.0	True	Junior	6446.44
3048	4048	Netflix	Australia	6	1.0		Teamlead	8923.2
3049	4049	Netflix	Australia	5	1.0	True	Middle	7319.5199999999995
3050	4050	Google Inc	Australia	5			Junior	5644.799999999998
3051	4051	Amazon	USA	3	3.0		Junior	5605.6
3052	4052	Google Inc	Australia	3	1.0		Middle	6806.8
3053	4053	Amazon	USA	6	3.0		Senior	9464.0
3054	4054	Netflix	Australia	5			Middle	6364.8
3055	4055	Netflix	Germany	8	3.0	True	Teamlead	11971.960000000001
3056	4056	Amazon	USA	6	3.0		Middle	7956.0
3057	4057	Amazon	USA	6	2.0	True	Teamlead	15237.039999999997
